m,m_max,m_max_0,ef_construction,ml,select_neighbor_mode,total_time_for_building_graph,total_time_for_query,total_distance_count_for_building_graph,total_distance_count_for_query,recall
5, 45, 15, 30, 1, heuristic, 1752, 19, 9026158, 99846, 0.8637
5, 45, 15, 35, 1, heuristic, 1906, 19, 9882733, 103610, 0.8688
5, 45, 15, 40, 1, heuristic, 2104, 22, 10365317, 103990, 0.8753
5, 45, 15, 45, 1, heuristic, 2276, 19, 10939412, 100468, 0.8777
5, 45, 15, 50, 1, heuristic, 2400, 23, 11565382, 103498, 0.8768
5, 45, 15, 55, 1, heuristic, 2622, 23, 12188782, 103016, 0.88
5, 45, 15, 60, 1, heuristic, 2650, 19, 12482504, 100532, 0.8837
5, 45, 15, 65, 1, heuristic, 2714, 19, 13159402, 100984, 0.8848
5, 45, 15, 70, 1, heuristic, 2773, 19, 13558854, 101876, 0.8608
5, 45, 15, 75, 1, heuristic, 2999, 20, 14347103, 103312, 0.8851
5, 45, 15, 80, 1, heuristic, 2914, 19, 14446364, 101982, 0.8879
5, 45, 15, 85, 1, heuristic, 3165, 23, 15343499, 101680, 0.8878
5, 45, 15, 90, 1, heuristic, 3395, 22, 15691019, 101876, 0.8883
5, 45, 15, 95, 1, heuristic, 3544, 22, 16197871, 103722, 0.8746
5, 45, 20, 5, 1, heuristic, 970, 20, 4752305, 105716, 0.7809
5, 45, 20, 10, 1, heuristic, 1212, 23, 5995543, 110462, 0.8529
5, 45, 20, 15, 1, heuristic, 1393, 21, 6836328, 110322, 0.8866
5, 45, 20, 20, 1, heuristic, 1418, 20, 7454655, 100608, 0.7531
5, 45, 20, 25, 1, heuristic, 1607, 20, 8535641, 110820, 0.8991
5, 45, 20, 30, 1, heuristic, 1800, 22, 9473232, 114998, 0.906
5, 45, 20, 35, 1, heuristic, 1938, 20, 9933130, 111130, 0.9074
5, 45, 20, 40, 1, heuristic, 2243, 23, 10859328, 112688, 0.9035
5, 45, 20, 45, 1, heuristic, 2287, 21, 11314657, 112050, 0.91
5, 45, 20, 50, 1, heuristic, 2565, 23, 12045149, 111584, 0.912
5, 45, 20, 55, 1, heuristic, 2667, 21, 12590499, 111372, 0.9105
5, 45, 20, 60, 1, heuristic, 2760, 20, 13429937, 112144, 0.9138
5, 45, 20, 65, 1, heuristic, 2730, 20, 13946507, 114542, 0.9149
5, 45, 20, 70, 1, heuristic, 2848, 20, 14479087, 112568, 0.9079
5, 45, 20, 75, 1, heuristic, 3183, 21, 15038268, 111928, 0.9157
5, 45, 20, 80, 1, heuristic, 3301, 23, 15533737, 112384, 0.9165
5, 45, 20, 85, 1, heuristic, 3269, 21, 16186407, 112854, 0.9068
5, 45, 20, 90, 1, heuristic, 3333, 20, 16592196, 112742, 0.9179
5, 45, 20, 95, 1, heuristic, 3420, 20, 16981998, 111064, 0.9178
5, 45, 25, 5, 1, heuristic, 858, 21, 4506688, 112424, 0.7961
5, 45, 25, 10, 1, heuristic, 1081, 22, 5751205, 113560, 0.8614
5, 45, 25, 15, 1, heuristic, 1382, 22, 6971557, 117908, 0.9042
5, 45, 25, 20, 1, heuristic, 1602, 25, 7838654, 116414, 0.9094
5, 45, 25, 25, 1, heuristic, 1775, 23, 8598881, 118138, 0.9178
5, 45, 25, 30, 1, heuristic, 1877, 24, 9473832, 116040, 0.919
5, 45, 25, 35, 1, heuristic, 2092, 25, 10247531, 117588, 0.8985
5, 45, 25, 40, 1, heuristic, 2231, 23, 11049690, 118192, 0.9223
5, 45, 25, 45, 1, heuristic, 2465, 23, 11680834, 119090, 0.9261
5, 45, 25, 50, 1, heuristic, 2556, 23, 12464542, 119114, 0.9191
5, 45, 25, 55, 1, heuristic, 2452, 21, 12827654, 117956, 0.921
5, 45, 25, 60, 1, heuristic, 2603, 22, 13553618, 118964, 0.9163
5, 45, 25, 65, 1, heuristic, 2749, 22, 14287293, 119288, 0.9243
5, 45, 25, 70, 1, heuristic, 3095, 25, 15094536, 118512, 0.9258
5, 45, 25, 75, 1, heuristic, 3043, 22, 15482479, 116970, 0.9259
5, 45, 25, 80, 1, heuristic, 3135, 21, 15908551, 118634, 0.917
5, 45, 25, 85, 1, heuristic, 3307, 21, 16679664, 117846, 0.9182
5, 45, 25, 90, 1, heuristic, 3607, 25, 17012529, 119612, 0.9272
5, 45, 25, 95, 1, heuristic, 3898, 23, 17740245, 119226, 0.9228
5, 45, 30, 5, 1, heuristic, 905, 23, 4588620, 116554, 0.7933
5, 45, 30, 10, 1, heuristic, 1115, 24, 5716924, 123218, 0.8878
5, 45, 30, 15, 1, heuristic, 1384, 26, 6911581, 123750, 0.91
5, 45, 30, 20, 1, heuristic, 1551, 25, 7722503, 114678, 0.8058
5, 45, 30, 25, 1, heuristic, 1718, 22, 8661027, 122488, 0.9269
5, 45, 30, 30, 1, heuristic, 1793, 22, 9584813, 123910, 0.9164
5, 45, 30, 35, 1, heuristic, 1999, 23, 10395469, 122124, 0.9267
5, 45, 30, 40, 1, heuristic, 2119, 22, 11172721, 124418, 0.9288
5, 45, 30, 45, 1, heuristic, 2443, 25, 11973392, 122602, 0.9011
5, 45, 30, 50, 1, heuristic, 2448, 22, 12494736, 123614, 0.9304
5, 45, 30, 55, 1, heuristic, 2646, 22, 13208011, 122184, 0.9307
5, 45, 30, 60, 1, heuristic, 2669, 24, 13823723, 123494, 0.9311
5, 45, 30, 65, 1, heuristic, 2806, 22, 14517080, 122360, 0.931
5, 45, 30, 70, 1, heuristic, 2991, 23, 15468091, 125750, 0.9314
5, 45, 30, 75, 1, heuristic, 3152, 24, 15715878, 122662, 0.9331
5, 45, 30, 80, 1, heuristic, 3436, 23, 16217641, 124168, 0.9339
5, 45, 30, 85, 1, heuristic, 3550, 24, 16906894, 122136, 0.9293
5, 45, 30, 90, 1, heuristic, 3689, 24, 17118047, 122636, 0.9102
5, 45, 30, 95, 1, heuristic, 3786, 22, 17969574, 123582, 0.9336
5, 45, 35, 5, 1, heuristic, 795, 23, 4251534, 119178, 0.751
5, 45, 35, 10, 1, heuristic, 1054, 23, 5688863, 126884, 0.8997
5, 45, 35, 15, 1, heuristic, 1226, 22, 6620086, 122702, 0.9089
5, 45, 35, 20, 1, heuristic, 1476, 25, 7847309, 126332, 0.912
5, 45, 35, 25, 1, heuristic, 1651, 27, 8632382, 125134, 0.9271
5, 45, 35, 30, 1, heuristic, 1846, 23, 9454135, 127108, 0.9116
5, 45, 35, 35, 1, heuristic, 2000, 28, 10410950, 125420, 0.9309
5, 45, 35, 40, 1, heuristic, 2138, 23, 11155219, 125718, 0.9325
5, 45, 35, 45, 1, heuristic, 2255, 23, 11835708, 127606, 0.9327
5, 45, 35, 50, 1, heuristic, 2548, 23, 12791730, 127118, 0.9339
5, 45, 35, 55, 1, heuristic, 2543, 23, 13373546, 125690, 0.9341
5, 45, 35, 60, 1, heuristic, 2881, 26, 13513596, 124630, 0.9004
5, 45, 35, 65, 1, heuristic, 2988, 22, 14723624, 127480, 0.9279
5, 45, 35, 70, 1, heuristic, 3157, 23, 15358647, 127274, 0.9368
5, 45, 35, 75, 1, heuristic, 3077, 22, 15709061, 124122, 0.9213
5, 45, 35, 80, 1, heuristic, 3172, 22, 16209615, 124804, 0.9363
5, 45, 35, 85, 1, heuristic, 3412, 23, 16922285, 125124, 0.9367
5, 45, 35, 90, 1, heuristic, 3711, 28, 17495398, 127236, 0.9373
5, 45, 35, 95, 1, heuristic, 3784, 24, 18019191, 124970, 0.9379
5, 45, 40, 5, 1, heuristic, 781, 23, 4286727, 123284, 0.8232
5, 45, 40, 10, 1, heuristic, 1071, 25, 5663259, 128188, 0.9045
5, 45, 40, 15, 1, heuristic, 1256, 26, 6726842, 127464, 0.8924
5, 45, 40, 20, 1, heuristic, 1463, 23, 7684202, 127090, 0.926
5, 45, 40, 25, 1, heuristic, 1654, 24, 8705331, 128428, 0.9195
5, 45, 40, 30, 1, heuristic, 1762, 24, 9474359, 127908, 0.9198
5, 45, 40, 35, 1, heuristic, 2082, 23, 10530146, 129152, 0.924
5, 45, 40, 40, 1, heuristic, 2202, 25, 11160989, 128238, 0.9333
5, 45, 40, 45, 1, heuristic, 2472, 24, 12168539, 128702, 0.9352
5, 45, 40, 50, 1, heuristic, 2528, 27, 12742579, 128274, 0.9342
5, 45, 40, 55, 1, heuristic, 2652, 23, 13203342, 127072, 0.9354
5, 45, 40, 60, 1, heuristic, 2859, 24, 13988991, 128172, 0.9343
5, 45, 40, 65, 1, heuristic, 3229, 25, 14971166, 128084, 0.9267
5, 45, 40, 70, 1, heuristic, 3218, 35, 15423213, 129634, 0.9361
5, 45, 40, 75, 1, heuristic, 3289, 27, 15787559, 125348, 0.9315
5, 45, 40, 80, 1, heuristic, 3306, 22, 16545536, 125458, 0.9273
5, 45, 40, 85, 1, heuristic, 3444, 23, 17031455, 124216, 0.8822
5, 45, 40, 90, 1, heuristic, 3496, 27, 17573036, 128452, 0.9245
5, 45, 40, 95, 1, heuristic, 3979, 27, 18271784, 128566, 0.9366
5, 45, 45, 5, 1, heuristic, 802, 26, 4151744, 125390, 0.8101
5, 45, 45, 10, 1, heuristic, 1030, 24, 5483909, 127246, 0.9067
5, 45, 45, 15, 1, heuristic, 1268, 26, 6699702, 128416, 0.9117
5, 45, 45, 20, 1, heuristic, 1478, 24, 7701736, 128732, 0.9212
5, 45, 45, 25, 1, heuristic, 1632, 26, 8553461, 127892, 0.9297
5, 45, 45, 30, 1, heuristic, 1952, 27, 9717372, 129458, 0.9352
5, 45, 45, 35, 1, heuristic, 2111, 27, 10418294, 129992, 0.9354
5, 45, 45, 40, 1, heuristic, 2272, 28, 11251324, 128338, 0.9344
5, 45, 45, 45, 1, heuristic, 2382, 25, 12161583, 128544, 0.924
5, 45, 45, 50, 1, heuristic, 2443, 24, 12843481, 129558, 0.9362
5, 45, 45, 55, 1, heuristic, 2676, 23, 13443736, 128790, 0.9364
5, 45, 45, 60, 1, heuristic, 2937, 27, 14096542, 127848, 0.9377
5, 45, 45, 65, 1, heuristic, 3059, 26, 14783203, 129458, 0.9155
5, 45, 45, 70, 1, heuristic, 2938, 23, 15226373, 128550, 0.9385
5, 45, 45, 75, 1, heuristic, 3304, 28, 15923671, 128844, 0.9382
5, 45, 45, 80, 1, heuristic, 3358, 27, 16748337, 129220, 0.9376
5, 45, 45, 85, 1, heuristic, 3639, 25, 16949053, 128308, 0.9392
5, 45, 45, 90, 1, heuristic, 3682, 23, 17743592, 128552, 0.9391
5, 45, 45, 95, 1, heuristic, 3871, 24, 18210276, 129272, 0.932
10, 5, 5, 5, 1, heuristic, 810, 4, 3507730, 22096, 0.1011
10, 5, 5, 10, 1, heuristic, 945, 5, 3964520, 25912, 0.1288
10, 5, 5, 15, 1, heuristic, 1036, 6, 4334048, 29310, 0.1344
10, 5, 5, 20, 1, heuristic, 1097, 8, 4737114, 37348, 0.0765
10, 5, 5, 25, 1, heuristic, 1167, 7, 4978932, 29284, 0.167
10, 5, 5, 30, 1, heuristic, 1264, 8, 5262498, 31754, 0.182
10, 5, 5, 35, 1, heuristic, 1312, 7, 5617681, 30966, 0.1651
10, 5, 5, 40, 1, heuristic, 1331, 7, 5634490, 32396, 0.1841
10, 5, 5, 45, 1, heuristic, 1394, 6, 5881936, 30966, 0.0954
10, 5, 5, 50, 1, heuristic, 1399, 7, 5983478, 34434, 0.2253
10, 5, 5, 55, 1, heuristic, 1411, 6, 6014945, 30008, 0.1821
10, 5, 5, 60, 1, heuristic, 1492, 7, 6470136, 32370, 0.1783
10, 5, 5, 65, 1, heuristic, 1572, 8, 6903242, 41434, 0.0726
10, 5, 5, 70, 1, heuristic, 1415, 6, 5959608, 27944, 0.1363
10, 5, 5, 75, 1, heuristic, 1649, 7, 7106525, 33774, 0.2111
10, 5, 5, 80, 1, heuristic, 1723, 6, 7499136, 27748, 0.137
10, 5, 5, 85, 1, heuristic, 1707, 8, 7306168, 35032, 0.253
10, 5, 5, 90, 1, heuristic, 1731, 8, 7342332, 35424, 0.2567
10, 5, 5, 95, 1, heuristic, 1836, 7, 7922746, 33176, 0.1756
10, 5, 10, 5, 1, heuristic, 1510, 12, 6734107, 57600, 0.4681
10, 5, 10, 10, 1, heuristic, 1769, 13, 7638875, 59082, 0.4982
10, 5, 10, 15, 1, heuristic, 1979, 14, 8390762, 62252, 0.5224
10, 5, 10, 20, 1, heuristic, 2129, 14, 8946573, 65042, 0.5721
10, 5, 10, 25, 1, heuristic, 2225, 16, 9481257, 65918, 0.5389
10, 5, 10, 30, 1, heuristic, 2315, 14, 10427008, 74662, 0.2325
10, 5, 10, 35, 1, heuristic, 2307, 14, 10661341, 75822, 0.2428
10, 5, 10, 40, 1, heuristic, 2506, 15, 10964503, 66006, 0.6553
10, 5, 10, 45, 1, heuristic, 2651, 10, 11323539, 50148, 0.2691
10, 5, 10, 50, 1, heuristic, 2705, 16, 11797710, 72282, 0.446
10, 5, 10, 55, 1, heuristic, 2840, 12, 12347206, 61066, 0.4117
10, 5, 10, 60, 1, heuristic, 2901, 15, 12150275, 65520, 0.6486
10, 5, 10, 65, 1, heuristic, 2858, 13, 12005434, 60512, 0.5431
10, 5, 10, 70, 1, heuristic, 3201, 14, 13576142, 69390, 0.6945
10, 5, 10, 75, 1, heuristic, 3273, 15, 13873683, 68382, 0.6932
10, 5, 10, 80, 1, heuristic, 3426, 13, 14452896, 59102, 0.4863
10, 5, 10, 85, 1, heuristic, 3378, 15, 14448598, 80228, 0.268
10, 5, 10, 90, 1, heuristic, 3481, 16, 15062426, 75210, 0.4257
10, 5, 10, 95, 1, heuristic, 3601, 13, 15503886, 59018, 0.3343
10, 5, 15, 5, 1, heuristic, 2041, 16, 9062128, 78480, 0.6369
10, 5, 15, 10, 1, heuristic, 2229, 18, 9824892, 76014, 0.5263
10, 5, 15, 15, 1, heuristic, 2369, 17, 10816602, 86078, 0.7904
10, 5, 15, 20, 1, heuristic, 2469, 19, 11194582, 86032, 0.6244
10, 5, 15, 25, 1, heuristic, 2777, 19, 11850724, 88004, 0.7802
10, 5, 15, 30, 1, heuristic, 2876, 24, 12901969, 90294, 0.8491
10, 5, 15, 35, 1, heuristic, 2874, 19, 13146017, 97434, 0.4974
10, 5, 15, 40, 1, heuristic, 2995, 18, 13682071, 91276, 0.8306
10, 5, 15, 45, 1, heuristic, 3118, 21, 14119227, 95108, 0.7113
10, 5, 15, 50, 1, heuristic, 3164, 23, 14557498, 116070, 0.6998
10, 5, 15, 55, 1, heuristic, 3367, 18, 15548587, 93656, 0.8719
10, 5, 15, 60, 1, heuristic, 3466, 18, 16079674, 93532, 0.8836
10, 5, 15, 65, 1, heuristic, 3696, 20, 16548934, 93850, 0.8761
10, 5, 15, 70, 1, heuristic, 3807, 19, 16993819, 83886, 0.463
10, 5, 15, 75, 1, heuristic, 4017, 21, 18053664, 105980, 0.8508
10, 5, 15, 80, 1, heuristic, 4030, 18, 17493680, 93156, 0.871
10, 5, 15, 85, 1, heuristic, 3988, 18, 18226735, 93338, 0.8926
10, 5, 15, 90, 1, heuristic, 4115, 19, 18299962, 91074, 0.6702
10, 5, 15, 95, 1, heuristic, 4380, 18, 18872880, 94388, 0.8834
10, 5, 20, 5, 1, heuristic, 2213, 18, 9801214, 91128, 0.6021
10, 5, 20, 10, 1, heuristic, 2375, 19, 10717782, 96970, 0.6432
10, 5, 20, 15, 1, heuristic, 2517, 20, 11588429, 103916, 0.8219
10, 5, 20, 20, 1, heuristic, 2658, 20, 12266678, 106800, 0.8279
10, 5, 20, 25, 1, heuristic, 2802, 20, 13126128, 106438, 0.7233
10, 5, 20, 30, 1, heuristic, 2988, 22, 13845610, 103362, 0.721
10, 5, 20, 35, 1, heuristic, 3457, 21, 14770213, 110596, 0.9297
10, 5, 20, 40, 1, heuristic, 3534, 23, 15328792, 110434, 0.9228
10, 5, 20, 45, 1, heuristic, 3546, 21, 15943951, 111842, 0.935
10, 5, 20, 50, 1, heuristic, 3480, 22, 16404006, 111746, 0.9165
10, 5, 20, 55, 1, heuristic, 3516, 22, 15999832, 106928, 0.813
10, 5, 20, 60, 1, heuristic, 3945, 21, 17175268, 113812, 0.8346
10, 5, 20, 65, 1, heuristic, 4082, 16, 17993783, 82902, 0.3886
10, 5, 20, 70, 1, heuristic, 4239, 21, 18545990, 112590, 0.9163
10, 5, 20, 75, 1, heuristic, 4100, 21, 18698830, 112738, 0.8823
10, 5, 20, 80, 1, heuristic, 4261, 21, 19125473, 112346, 0.9145
10, 5, 20, 85, 1, heuristic, 4584, 24, 20024912, 112176, 0.9434
10, 5, 20, 90, 1, heuristic, 4456, 19, 19692577, 104470, 0.755
10, 5, 20, 95, 1, heuristic, 4769, 24, 21239636, 113560, 0.9443
10, 5, 25, 5, 1, heuristic, 2372, 22, 10091313, 108344, 0.6778
10, 5, 25, 10, 1, heuristic, 2504, 26, 10762772, 106346, 0.648
10, 5, 25, 15, 1, heuristic, 2504, 19, 11222527, 100422, 0.5418
10, 5, 25, 20, 1, heuristic, 2755, 22, 12950497, 122078, 0.9236
10, 5, 25, 25, 1, heuristic, 2891, 22, 13704451, 123224, 0.9523
10, 5, 25, 30, 1, heuristic, 3258, 25, 14581258, 124176, 0.9348
10, 5, 25, 35, 1, heuristic, 3414, 23, 15166429, 124204, 0.9518
10, 5, 25, 40, 1, heuristic, 3323, 23, 15095179, 114346, 0.6596
10, 5, 25, 45, 1, heuristic, 3484, 23, 16532485, 123286, 0.916
10, 5, 25, 50, 1, heuristic, 3614, 23, 17251655, 126034, 0.9369
10, 5, 25, 55, 1, heuristic, 3731, 22, 17824676, 124444, 0.9386
10, 5, 25, 60, 1, heuristic, 4001, 25, 19096486, 133818, 0.9605
10, 5, 25, 65, 1, heuristic, 4018, 23, 19048556, 125464, 0.958
10, 5, 25, 70, 1, heuristic, 4331, 23, 19579460, 126060, 0.9586
10, 5, 25, 75, 1, heuristic, 4131, 21, 18684273, 117190, 0.7939
10, 5, 25, 80, 1, heuristic, 4496, 23, 20279935, 126442, 0.9515
10, 5, 25, 85, 1, heuristic, 4588, 23, 21158102, 125008, 0.9624
10, 5, 25, 90, 1, heuristic, 4801, 23, 21666292, 126494, 0.9412
10, 5, 25, 95, 1, heuristic, 5005, 25, 22034345, 125698, 0.9623
10, 5, 30, 5, 1, heuristic, 2143, 22, 9564496, 119638, 0.7184
10, 5, 30, 10, 1, heuristic, 2215, 23, 10087626, 114066, 0.5241
10, 5, 30, 15, 1, heuristic, 2632, 25, 12271573, 133688, 0.956
10, 5, 30, 20, 1, heuristic, 2922, 28, 13023731, 133198, 0.9388
10, 5, 30, 25, 1, heuristic, 3069, 24, 14182677, 134812, 0.9639
10, 5, 30, 30, 1, heuristic, 3147, 27, 13826045, 124686, 0.7723
10, 5, 30, 35, 1, heuristic, 3543, 27, 15515944, 134716, 0.9638
10, 5, 30, 40, 1, heuristic, 3714, 30, 16168538, 135666, 0.9664
10, 5, 30, 45, 1, heuristic, 3708, 29, 16289428, 120224, 0.6613
10, 5, 30, 50, 1, heuristic, 3779, 25, 17520160, 134640, 0.9675
10, 5, 30, 55, 1, heuristic, 3656, 22, 17389343, 119770, 0.7071
10, 5, 30, 60, 1, heuristic, 3979, 25, 18944629, 135566, 0.9691
10, 5, 30, 65, 1, heuristic, 4299, 25, 19587272, 136880, 0.9674
10, 5, 30, 70, 1, heuristic, 4459, 28, 20121745, 136124, 0.9702
10, 5, 30, 75, 1, heuristic, 4365, 26, 20348752, 135822, 0.9692
10, 5, 30, 80, 1, heuristic, 4739, 25, 21292755, 136888, 0.9695
10, 5, 30, 85, 1, heuristic, 4789, 28, 21698486, 137288, 0.9606
10, 5, 30, 90, 1, heuristic, 4804, 24, 22108586, 135818, 0.9705
10, 5, 30, 95, 1, heuristic, 5242, 28, 22753254, 136046, 0.9706
10, 5, 35, 5, 1, heuristic, 2370, 25, 9936538, 133352, 0.8295
10, 5, 35, 10, 1, heuristic, 2313, 27, 10338662, 123946, 0.6697
10, 5, 35, 15, 1, heuristic, 2578, 26, 11462250, 134976, 0.839
10, 5, 35, 20, 1, heuristic, 2645, 24, 12657403, 133288, 0.6344
10, 5, 35, 25, 1, heuristic, 2876, 26, 13779992, 144360, 0.9714
10, 5, 35, 30, 1, heuristic, 3035, 27, 14414975, 141044, 0.9464
10, 5, 35, 35, 1, heuristic, 3276, 29, 15517805, 158158, 0.9728
10, 5, 35, 40, 1, heuristic, 3451, 26, 16554775, 142546, 0.9746
10, 5, 35, 45, 1, heuristic, 3536, 23, 16830969, 125006, 0.7008
10, 5, 35, 50, 1, heuristic, 3681, 27, 17839537, 144156, 0.975
10, 5, 35, 55, 1, heuristic, 3925, 29, 18354083, 143614, 0.9739
10, 5, 35, 60, 1, heuristic, 3879, 26, 18215056, 141402, 0.9135
10, 5, 35, 65, 1, heuristic, 4245, 30, 20241793, 148768, 0.9754
10, 5, 35, 70, 1, heuristic, 4412, 27, 20835614, 146848, 0.966
10, 5, 35, 75, 1, heuristic, 4512, 30, 20916551, 154952, 0.9758
10, 5, 35, 80, 1, heuristic, 4622, 27, 21401120, 145488, 0.9181
10, 5, 35, 85, 1, heuristic, 4749, 27, 21922536, 144710, 0.9759
10, 5, 35, 90, 1, heuristic, 5009, 27, 23074817, 144344, 0.9761
10, 5, 35, 95, 1, heuristic, 5119, 30, 24060948, 165048, 0.9756
10, 5, 40, 5, 1, heuristic, 2323, 27, 10581455, 148128, 0.9013
10, 5, 40, 10, 1, heuristic, 2291, 27, 10680635, 145420, 0.9377
10, 5, 40, 15, 1, heuristic, 2357, 25, 11320354, 137720, 0.763
10, 5, 40, 20, 1, heuristic, 2506, 24, 11939562, 129610, 0.7045
10, 5, 40, 25, 1, heuristic, 2721, 25, 12735069, 141774, 0.8187
10, 5, 40, 30, 1, heuristic, 2983, 25, 14189139, 131936, 0.6338
10, 5, 40, 35, 1, heuristic, 3171, 27, 14774286, 146126, 0.6373
10, 5, 40, 40, 1, heuristic, 3493, 27, 16614098, 149924, 0.9766
10, 5, 40, 45, 1, heuristic, 3316, 26, 15838271, 140844, 0.7845
10, 5, 40, 50, 1, heuristic, 3684, 27, 17562039, 151396, 0.9659
10, 5, 40, 55, 1, heuristic, 3820, 30, 18191335, 150058, 0.9768
10, 5, 40, 60, 1, heuristic, 3991, 27, 19083798, 151188, 0.9707
10, 5, 40, 65, 1, heuristic, 4225, 27, 19717016, 149618, 0.9764
10, 5, 40, 70, 1, heuristic, 4439, 28, 20203860, 150118, 0.9771
10, 5, 40, 75, 1, heuristic, 4557, 28, 20690296, 150548, 0.9675
10, 5, 40, 80, 1, heuristic, 5065, 28, 21582113, 150658, 0.7848
10, 5, 40, 85, 1, heuristic, 5020, 29, 22135317, 151352, 0.9587
10, 5, 40, 90, 1, heuristic, 4742, 27, 22458220, 148488, 0.9633
10, 5, 40, 95, 1, heuristic, 4863, 27, 23173899, 152162, 0.9774
10, 5, 45, 5, 1, heuristic, 2134, 26, 9675426, 147802, 0.8502
10, 5, 45, 10, 1, heuristic, 2199, 27, 10353562, 153044, 0.9556
10, 5, 45, 15, 1, heuristic, 2382, 27, 11406814, 149872, 0.8608
10, 5, 45, 20, 1, heuristic, 2394, 26, 11436656, 146008, 0.8062
10, 5, 45, 25, 1, heuristic, 2795, 29, 13578884, 161800, 0.9766
10, 5, 45, 30, 1, heuristic, 2877, 27, 13970882, 150884, 0.8844
10, 5, 45, 35, 1, heuristic, 3059, 27, 14943543, 154820, 0.9763
10, 5, 45, 40, 1, heuristic, 3013, 25, 14650275, 141340, 0.7748
10, 5, 45, 45, 1, heuristic, 3206, 27, 15492193, 148616, 0.8306
10, 5, 45, 50, 1, heuristic, 3612, 30, 17424375, 155244, 0.9778
10, 5, 45, 55, 1, heuristic, 3582, 28, 17357908, 147784, 0.8102
10, 5, 45, 60, 1, heuristic, 4029, 31, 19741805, 171358, 0.9787
10, 5, 45, 65, 1, heuristic, 3805, 27, 18362591, 151390, 0.8822
10, 5, 45, 70, 1, heuristic, 4173, 34, 20193274, 154988, 0.9786
10, 5, 45, 75, 1, heuristic, 4326, 29, 20823851, 154846, 0.9793
10, 5, 45, 80, 1, heuristic, 4335, 28, 20755277, 156100, 0.9151
10, 5, 45, 85, 1, heuristic, 4517, 30, 21941758, 155856, 0.9774
10, 5, 45, 90, 1, heuristic, 4683, 31, 22639494, 156450, 0.9792
10, 5, 45, 95, 1, heuristic, 4802, 27, 23236630, 155410, 0.9782
10, 10, 5, 5, 1, heuristic, 1226, 6, 5621382, 34846, 0.1658
10, 10, 5, 10, 1, heuristic, 1376, 6, 6346189, 33096, 0.1422
10, 10, 5, 15, 1, heuristic, 1473, 6, 6769220, 33786, 0.1326
10, 10, 5, 20, 1, heuristic, 1564, 8, 7134248, 38994, 0.2279
10, 10, 5, 25, 1, heuristic, 1623, 8, 7415569, 39722, 0.227
10, 10, 5, 30, 1, heuristic, 1790, 8, 8023627, 42048, 0.2268
10, 10, 5, 35, 1, heuristic, 1910, 8, 8130943, 38792, 0.2206
10, 10, 5, 40, 1, heuristic, 1934, 8, 8795916, 41368, 0.23
10, 10, 5, 45, 1, heuristic, 1939, 7, 8751750, 40286, 0.2628
10, 10, 5, 50, 1, heuristic, 1974, 7, 8975375, 35608, 0.1619
10, 10, 5, 55, 1, heuristic, 1937, 7, 8626782, 36332, 0.1697
10, 10, 5, 60, 1, heuristic, 2114, 7, 9292115, 37586, 0.1685
10, 10, 5, 65, 1, heuristic, 2184, 8, 9805055, 40716, 0.248
10, 10, 5, 70, 1, heuristic, 2170, 8, 9559951, 40968, 0.245
10, 10, 5, 75, 1, heuristic, 2335, 8, 10271701, 44670, 0.2743
10, 10, 5, 80, 1, heuristic, 2411, 9, 10672471, 42104, 0.2788
10, 10, 5, 85, 1, heuristic, 2367, 9, 10166380, 40422, 0.2742
10, 10, 5, 90, 1, heuristic, 2376, 8, 10031389, 40158, 0.2406
10, 10, 5, 95, 1, heuristic, 2475, 9, 10859658, 44216, 0.2856
10, 10, 10, 5, 1, heuristic, 1958, 13, 8947922, 65174, 0.5032
