m, m_max,m_max_0,ef_construction,ml,select_neighbor_mode,total_time_for_building_graph,total_time_for_query,total_distance_count_for_building_graph,total_distance_count_for_query,recall,connectiveness
10, 35, 15, 50, 1, heuristic, 4097, 20, 20806793, 118798, 0.8842, 0.776747 0.692491 0.706515 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 15, 70, 1, heuristic, 4601, 19, 23152807, 119826, 0.8896, 0.794374 0.693695 0.706517 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 15, 90, 1, heuristic, 4912, 19, 25193739, 120544, 0.8958, 0.803368 0.693981 0.706800 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 15, 110, 1, heuristic, 5405, 22, 27006616, 120646, 0.9, 0.807910 0.694323 0.707251 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 20, 10, 1, heuristic, 3043, 22, 15232785, 130904, 0.8818, 0.619506 0.636951 0.676964 0.743552 0.775797 0.827954 0.850300 0.900000 0.800000 nan nan nan 
10, 35, 20, 30, 1, heuristic, 3594, 20, 19205716, 136160, 0.9293, 0.726555 0.687732 0.705018 0.748174 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 20, 50, 1, heuristic, 4313, 27, 22294118, 138186, 0.94, 0.749629 0.692491 0.706515 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 20, 70, 1, heuristic, 5001, 21, 24878075, 138766, 0.9429, 0.757550 0.693695 0.706517 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 20, 90, 1, heuristic, 5277, 22, 27139118, 139168, 0.9442, 0.761955 0.693981 0.706800 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 20, 110, 1, heuristic, 5818, 27, 29149585, 139214, 0.9443, 0.764064 0.694323 0.707251 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 25, 10, 1, heuristic, 2915, 21, 15551415, 145314, 0.9223, 0.615683 0.636951 0.676964 0.743552 0.775797 0.827954 0.850300 0.900000 0.800000 nan nan nan 
10, 35, 25, 30, 1, heuristic, 3836, 26, 19689545, 150642, 0.9557, 0.704992 0.687732 0.705018 0.748174 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 25, 50, 1, heuristic, 4366, 26, 23017875, 151562, 0.9593, 0.720646 0.692491 0.706515 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 25, 70, 1, heuristic, 4817, 22, 25794628, 151794, 0.9612, 0.726654 0.693695 0.706517 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 25, 90, 1, heuristic, 5325, 23, 28206088, 152170, 0.9622, 0.728583 0.693981 0.706800 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 25, 110, 1, heuristic, 5870, 25, 30359767, 152338, 0.9627, 0.729825 0.694323 0.707251 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 30, 10, 1, heuristic, 2877, 23, 15538452, 155872, 0.9456, 0.611007 0.636951 0.676964 0.743552 0.775797 0.827954 0.850300 0.900000 0.800000 nan nan nan 
10, 35, 30, 30, 1, heuristic, 3679, 24, 19850472, 160832, 0.9644, 0.687769 0.687732 0.705018 0.748174 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 30, 50, 1, heuristic, 4330, 24, 23359921, 161800, 0.9681, 0.699426 0.692491 0.706515 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 30, 70, 1, heuristic, 4951, 28, 26282765, 162362, 0.97, 0.703481 0.693695 0.706517 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 30, 90, 1, heuristic, 5550, 24, 28816163, 162566, 0.9703, 0.704840 0.693981 0.706800 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 30, 110, 1, heuristic, 5936, 25, 31068479, 162684, 0.9705, 0.705687 0.694323 0.707251 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 35, 10, 1, heuristic, 2809, 24, 15275634, 164794, 0.96, 0.606019 0.636951 0.676994 0.743552 0.775797 0.827954 0.850300 0.900000 0.800000 nan nan nan 
10, 35, 35, 30, 1, heuristic, 3746, 28, 19785832, 169350, 0.9735, 0.675916 0.687732 0.705018 0.748174 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 35, 50, 1, heuristic, 4304, 25, 23456972, 169896, 0.9747, 0.684733 0.692491 0.706515 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 35, 70, 1, heuristic, 4955, 25, 26507880, 170408, 0.9753, 0.687839 0.693695 0.706517 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 35, 90, 1, heuristic, 5611, 26, 29146516, 170652, 0.9755, 0.688804 0.693981 0.706800 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 35, 110, 1, heuristic, 5994, 25, 31475758, 170664, 0.9757, 0.689457 0.694323 0.707251 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 40, 10, 1, heuristic, 2782, 26, 14823598, 171434, 0.9619, 0.600692 0.636951 0.676964 0.743552 0.775797 0.827954 0.850300 0.900000 0.800000 nan nan nan 
10, 35, 40, 30, 1, heuristic, 3639, 27, 19552487, 175846, 0.9753, 0.666700 0.687732 0.705018 0.748174 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 40, 50, 1, heuristic, 4288, 25, 23365470, 176566, 0.9766, 0.673945 0.692491 0.706515 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 40, 70, 1, heuristic, 4988, 27, 26502430, 176876, 0.9769, 0.676547 0.693695 0.706517 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 40, 90, 1, heuristic, 5496, 27, 29206274, 177032, 0.9771, 0.677402 0.693981 0.706800 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 40, 110, 1, heuristic, 6149, 26, 31594920, 177048, 0.9771, 0.677861 0.694323 0.707251 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 45, 10, 1, heuristic, 2708, 27, 14371485, 177058, 0.967, 0.595818 0.636951 0.676994 0.743552 0.775797 0.827954 0.850300 0.900000 0.800000 nan nan nan 
10, 35, 45, 30, 1, heuristic, 3495, 27, 19277730, 181400, 0.9772, 0.658989 0.687732 0.705018 0.748174 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 45, 50, 1, heuristic, 4351, 35, 23187107, 181704, 0.9778, 0.666051 0.692491 0.706515 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 45, 70, 1, heuristic, 4949, 26, 26398778, 181780, 0.9785, 0.668600 0.693695 0.706517 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 45, 90, 1, heuristic, 5473, 33, 29154052, 181944, 0.9785, 0.669245 0.693981 0.706800 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 35, 45, 110, 1, heuristic, 6010, 29, 31591951, 182044, 0.9786, 0.669808 0.694323 0.707251 0.749544 0.777645 0.827954 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 5, 10, 1, heuristic, 1535, 9, 8329802, 55038, 0.1836, 0.432239 0.629589 0.672172 0.729017 0.761727 0.822956 0.850300 0.900000 0.800000 nan nan nan 
10, 40, 5, 30, 1, heuristic, 1950, 9, 10421055, 62310, 0.2647, 0.468754 0.674700 0.697893 0.737384 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 5, 50, 1, heuristic, 2284, 11, 11912433, 63570, 0.2911, 0.487616 0.678690 0.698778 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 5, 70, 1, heuristic, 2649, 10, 13069763, 63598, 0.3013, 0.502013 0.679640 0.699041 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 5, 90, 1, heuristic, 2805, 10, 14084334, 64078, 0.3062, 0.512884 0.679852 0.699131 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 5, 110, 1, heuristic, 3067, 10, 15003251, 63864, 0.3013, 0.523723 0.680139 0.699572 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 10, 10, 1, heuristic, 2308, 14, 11894131, 89606, 0.6182, 0.535230 0.629589 0.672142 0.729017 0.761727 0.822956 0.850300 0.900000 0.800000 nan nan nan 
10, 40, 10, 30, 1, heuristic, 2912, 15, 15256867, 94330, 0.6962, 0.663452 0.674700 0.697893 0.737384 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 10, 50, 1, heuristic, 3419, 16, 17642503, 95268, 0.7185, 0.717120 0.678690 0.698778 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 10, 70, 1, heuristic, 3833, 14, 19641678, 96052, 0.7338, 0.750557 0.679640 0.699041 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 10, 90, 1, heuristic, 4267, 15, 21355292, 96960, 0.7518, 0.769417 0.679852 0.699131 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 10, 110, 1, heuristic, 4612, 19, 22892491, 97604, 0.7643, 0.782985 0.680139 0.699572 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 15, 10, 1, heuristic, 2643, 17, 14027949, 112990, 0.7981, 0.603525 0.629589 0.672142 0.729017 0.761727 0.822956 0.850300 0.900000 0.800000 nan nan nan 
10, 40, 15, 30, 1, heuristic, 3432, 19, 17878072, 118838, 0.8675, 0.736451 0.674700 0.697893 0.737384 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 15, 50, 1, heuristic, 4019, 18, 20708271, 120046, 0.8847, 0.777097 0.678690 0.698778 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 15, 70, 1, heuristic, 4434, 18, 23070396, 121008, 0.89, 0.794508 0.679640 0.699041 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 15, 90, 1, heuristic, 4971, 20, 25120040, 121662, 0.896, 0.803461 0.679852 0.699131 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 15, 110, 1, heuristic, 5213, 18, 26939223, 121768, 0.9001, 0.807985 0.680139 0.699572 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 20, 10, 1, heuristic, 2863, 20, 15039511, 131854, 0.8803, 0.620657 0.629589 0.672172 0.729017 0.761727 0.822956 0.850300 0.900000 0.800000 nan nan nan 
10, 40, 20, 30, 1, heuristic, 3636, 25, 19078480, 137408, 0.929, 0.727036 0.674700 0.697893 0.737384 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 20, 50, 1, heuristic, 4168, 21, 22196276, 139372, 0.9403, 0.749799 0.678690 0.698778 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 20, 70, 1, heuristic, 4724, 21, 24796551, 139982, 0.9429, 0.757614 0.679640 0.699041 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 20, 90, 1, heuristic, 5224, 22, 27064981, 140300, 0.9443, 0.762036 0.679852 0.699131 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 20, 110, 1, heuristic, 5699, 22, 29080870, 140318, 0.9443, 0.764009 0.680139 0.699572 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 25, 10, 1, heuristic, 2888, 22, 15359022, 146910, 0.9251, 0.616947 0.629589 0.672172 0.729017 0.761727 0.822956 0.850300 0.900000 0.800000 nan nan nan 
10, 40, 25, 30, 1, heuristic, 3547, 23, 19561601, 151910, 0.956, 0.705010 0.674700 0.697893 0.737384 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 25, 50, 1, heuristic, 4275, 22, 22918832, 152770, 0.9594, 0.720697 0.678690 0.698778 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 25, 70, 1, heuristic, 4887, 24, 25712371, 153002, 0.9613, 0.726654 0.679640 0.699041 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 25, 90, 1, heuristic, 5448, 23, 28132507, 153298, 0.9622, 0.728616 0.679852 0.699131 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 25, 110, 1, heuristic, 5884, 23, 30291079, 153494, 0.9627, 0.729829 0.680139 0.699572 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 30, 10, 1, heuristic, 2868, 24, 15335901, 157280, 0.9456, 0.611359 0.629589 0.672142 0.729017 0.761727 0.822956 0.850300 0.900000 0.800000 nan nan nan 
10, 40, 30, 30, 1, heuristic, 3543, 25, 19722331, 161992, 0.9642, 0.687674 0.674700 0.697893 0.737384 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 30, 50, 1, heuristic, 4278, 25, 23262312, 162984, 0.968, 0.699411 0.678690 0.698778 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 30, 70, 1, heuristic, 4871, 25, 26200683, 163566, 0.97, 0.703481 0.679640 0.699041 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 30, 90, 1, heuristic, 5451, 25, 28742286, 163692, 0.9704, 0.704868 0.679852 0.699131 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 30, 110, 1, heuristic, 6179, 26, 31000209, 163808, 0.9706, 0.705686 0.680139 0.699572 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 35, 10, 1, heuristic, 2898, 26, 15093652, 166014, 0.9597, 0.605590 0.629589 0.672142 0.729017 0.761727 0.822956 0.850300 0.900000 0.800000 nan nan nan 
10, 40, 35, 30, 1, heuristic, 3670, 27, 19658876, 170556, 0.9733, 0.676051 0.674700 0.697893 0.737384 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 35, 50, 1, heuristic, 4406, 28, 23358997, 171096, 0.9747, 0.684707 0.678690 0.698778 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 35, 70, 1, heuristic, 5022, 27, 26426001, 171610, 0.9753, 0.687837 0.679640 0.699041 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 35, 90, 1, heuristic, 5579, 28, 29071596, 171790, 0.9755, 0.688805 0.679852 0.699131 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 35, 110, 1, heuristic, 6123, 27, 31407940, 171794, 0.9757, 0.689455 0.680139 0.699572 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 40, 10, 1, heuristic, 2789, 28, 14652787, 172642, 0.963, 0.600998 0.629589 0.672142 0.729017 0.761727 0.822956 0.850300 0.900000 0.800000 nan nan nan 
10, 40, 40, 30, 1, heuristic, 3650, 27, 19425607, 177044, 0.9753, 0.666754 0.674700 0.697893 0.737384 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 40, 50, 1, heuristic, 4380, 27, 23267560, 177766, 0.9766, 0.673948 0.678690 0.698778 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 40, 70, 1, heuristic, 4879, 27, 26420248, 178076, 0.9769, 0.676542 0.679640 0.699041 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 40, 90, 1, heuristic, 5392, 26, 29132073, 178172, 0.9771, 0.677401 0.679852 0.699131 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 40, 110, 1, heuristic, 5960, 26, 31526164, 178178, 0.9771, 0.677861 0.680139 0.699572 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 45, 10, 1, heuristic, 2691, 29, 14204114, 178072, 0.9669, 0.596189 0.629589 0.672142 0.729017 0.761727 0.822956 0.850300 0.900000 0.800000 nan nan nan 
10, 40, 45, 30, 1, heuristic, 3520, 29, 19151126, 182590, 0.9773, 0.659072 0.674700 0.697893 0.737384 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 45, 50, 1, heuristic, 4302, 28, 23089473, 182900, 0.9778, 0.666051 0.678690 0.698778 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 45, 70, 1, heuristic, 4962, 28, 26317147, 182982, 0.9785, 0.668598 0.679640 0.699041 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 45, 90, 1, heuristic, 5590, 29, 29080744, 183076, 0.9785, 0.669246 0.679852 0.699131 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
10, 40, 45, 110, 1, heuristic, 6188, 30, 31523318, 183172, 0.9786, 0.669803 0.680139 0.699572 0.738537 0.763777 0.822956 0.848749 0.900000 0.800000 nan nan nan 
15, 5, 5, 10, 1, heuristic, 1357, 5, 6197634, 27882, 0.1488, 0.198350 0.277925 0.390633 0.579057 0.696597 0.852096 0.944165 0.990909 0.800000 nan nan nan 
15, 5, 5, 30, 1, heuristic, 1723, 6, 7633892, 31104, 0.1781, 0.255111 0.365814 0.476488 0.681346 0.751788 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 5, 50, 1, heuristic, 1924, 6, 8505317, 33590, 0.2002, 0.285080 0.416720 0.509727 0.706602 0.753927 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 5, 70, 1, heuristic, 2109, 7, 9263555, 33922, 0.2108, 0.307570 0.439830 0.527524 0.727885 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 5, 90, 1, heuristic, 2275, 8, 9917822, 35394, 0.2271, 0.323771 0.463093 0.551205 0.734551 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 5, 110, 1, heuristic, 2378, 7, 10588161, 37200, 0.2348, 0.344747 0.482272 0.563964 0.735320 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 10, 10, 1, heuristic, 2373, 12, 11101490, 61292, 0.5234, 0.383814 0.277925 0.390633 0.579057 0.696597 0.852096 0.944165 0.990909 0.800000 nan nan nan 
15, 5, 10, 30, 1, heuristic, 2932, 12, 13968292, 66198, 0.6338, 0.568589 0.365814 0.476488 0.681346 0.751788 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 10, 50, 1, heuristic, 3331, 13, 15907373, 67904, 0.6829, 0.646621 0.416720 0.509727 0.706602 0.753927 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 10, 70, 1, heuristic, 3698, 13, 17519310, 69650, 0.7163, 0.698979 0.439830 0.527524 0.727885 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 10, 90, 1, heuristic, 3989, 13, 18931893, 70290, 0.7302, 0.729820 0.463093 0.551205 0.734551 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 10, 110, 1, heuristic, 4284, 13, 20233951, 70846, 0.7407, 0.749688 0.482272 0.563964 0.735320 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 15, 10, 1, heuristic, 3704, 15, 17437639, 83446, 0.7058, 0.540781 0.277925 0.390633 0.579057 0.696597 0.852096 0.944165 0.990909 0.800000 nan nan nan 
15, 5, 15, 30, 1, heuristic, 4400, 16, 21252067, 89102, 0.8024, 0.710169 0.365814 0.476488 0.681346 0.751788 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 15, 50, 1, heuristic, 415428, 17, 23754370, 90280, 0.8312, 0.773862 0.416720 0.509727 0.706602 0.753927 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 15, 70, 1, heuristic, 14098, 19, 25715078, 91218, 0.8448, 0.802845 0.439830 0.527524 0.727885 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 15, 90, 1, heuristic, 5745, 16, 27396399, 91784, 0.8529, 0.817730 0.463093 0.551205 0.734551 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 15, 110, 1, heuristic, 6007, 17, 28904293, 92538, 0.862, 0.828131 0.482272 0.563964 0.735320 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 20, 10, 1, heuristic, 4272, 20, 20813432, 103028, 0.843, 0.635872 0.277925 0.390633 0.579057 0.696597 0.852096 0.944165 0.990909 0.800000 nan nan nan 
15, 5, 20, 30, 1, heuristic, 4969, 17, 24582451, 109136, 0.9114, 0.786774 0.365814 0.476488 0.681346 0.751788 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 20, 50, 1, heuristic, 5452, 17, 27205735, 110792, 0.9262, 0.826235 0.416720 0.509727 0.706602 0.753927 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 20, 70, 1, heuristic, 5907, 17, 29337847, 111760, 0.931, 0.841281 0.439830 0.527524 0.727885 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 20, 90, 1, heuristic, 6301, 18, 31232450, 112478, 0.9372, 0.850825 0.463093 0.551205 0.734551 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 20, 110, 1, heuristic, 6692, 19, 32952503, 112718, 0.9398, 0.855306 0.482272 0.563964 0.735320 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 25, 10, 1, heuristic, 4648, 20, 22522174, 121242, 0.9049, 0.661984 0.277925 0.390633 0.579057 0.696597 0.852096 0.944165 0.990909 0.800000 nan nan nan 
15, 5, 25, 30, 1, heuristic, 5269, 20, 26152760, 126582, 0.9479, 0.779732 0.365814 0.476488 0.681346 0.751788 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 25, 50, 1, heuristic, 5814, 25, 28914856, 128530, 0.9588, 0.803610 0.416720 0.509727 0.706602 0.753927 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 25, 70, 1, heuristic, 6275, 21, 31236386, 128916, 0.9616, 0.811981 0.439830 0.527524 0.727885 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 25, 90, 1, heuristic, 6650, 20, 33303799, 129338, 0.9626, 0.815168 0.463093 0.551205 0.734551 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 25, 110, 1, heuristic, 7348, 25, 35172920, 129540, 0.9633, 0.816537 0.482272 0.563964 0.735320 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 30, 10, 1, heuristic, 4772, 22, 23131037, 136540, 0.9409, 0.665531 0.277925 0.390633 0.579057 0.696597 0.852096 0.944165 0.990909 0.800000 nan nan nan 
15, 5, 30, 30, 1, heuristic, 5393, 22, 26757504, 141514, 0.969, 0.759875 0.365814 0.476488 0.681346 0.751788 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 30, 50, 1, heuristic, 6022, 24, 29705919, 142640, 0.9729, 0.774262 0.416720 0.509727 0.706602 0.753927 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 30, 70, 1, heuristic, 6464, 23, 32189467, 143088, 0.9746, 0.778895 0.439830 0.527524 0.727885 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 30, 90, 1, heuristic, 7003, 23, 34409446, 143296, 0.9753, 0.781071 0.463093 0.551205 0.734551 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 30, 110, 1, heuristic, 7312, 22, 36399857, 143392, 0.9753, 0.781957 0.482272 0.563964 0.735320 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 35, 10, 1, heuristic, 4815, 23, 23195962, 148534, 0.9627, 0.662076 0.277925 0.390633 0.579057 0.696597 0.852096 0.944165 0.990909 0.800000 nan nan nan 
15, 5, 35, 30, 1, heuristic, 5373, 24, 26811492, 152930, 0.9793, 0.740739 0.365814 0.476488 0.681346 0.751788 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 35, 50, 1, heuristic, 6016, 26, 29949679, 153518, 0.9801, 0.751429 0.416720 0.509727 0.706602 0.753927 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 35, 70, 1, heuristic, 6517, 24, 32591477, 154040, 0.9815, 0.754258 0.439830 0.527524 0.727885 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 35, 90, 1, heuristic, 7169, 24, 34918293, 154300, 0.982, 0.755572 0.463093 0.551205 0.734551 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 35, 110, 1, heuristic, 7537, 25, 37001807, 154448, 0.9823, 0.756189 0.482272 0.563964 0.735320 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 40, 10, 1, heuristic, 4987, 29, 22789566, 157568, 0.9697, 0.657291 0.277925 0.390633 0.579057 0.696597 0.852096 0.944165 0.990909 0.800000 nan nan nan 
15, 5, 40, 30, 1, heuristic, 5463, 31, 26527575, 162476, 0.9833, 0.723950 0.365814 0.476488 0.681346 0.751788 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 40, 50, 1, heuristic, 6007, 26, 29823775, 162998, 0.9843, 0.732465 0.416720 0.509727 0.706602 0.753927 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 40, 70, 1, heuristic, 6587, 26, 32577370, 163452, 0.9852, 0.734807 0.439830 0.527524 0.727885 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 40, 90, 1, heuristic, 7089, 26, 34990120, 163532, 0.9853, 0.735872 0.463093 0.551205 0.734551 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 40, 110, 1, heuristic, 7565, 26, 37142758, 163664, 0.9856, 0.736164 0.482272 0.563964 0.735320 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 45, 10, 1, heuristic, 4635, 25, 22196439, 165650, 0.9738, 0.651615 0.277925 0.390633 0.579057 0.696597 0.852096 0.944165 0.990909 0.800000 nan nan nan 
15, 5, 45, 30, 1, heuristic, 5243, 26, 26077225, 169912, 0.9854, 0.710477 0.365814 0.476488 0.681346 0.751788 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 45, 50, 1, heuristic, 5936, 27, 29508339, 170410, 0.987, 0.717305 0.416720 0.509727 0.706602 0.753927 0.857855 0.944848 0.990909 0.800000 nan nan nan 
15, 5, 45, 70, 1, heuristic, 6490, 26, 32364762, 170608, 0.9877, 0.719397 0.439830 0.527524 0.727885 0.754283 0.857855 0.944848 0.990909 0.800000 nan nan nan 
