m, m_max,m_max_0,ef_construction,ml,select_neighbor_mode,total_time_for_building_graph,total_time_for_query,total_distance_count_for_building_graph,total_distance_count_for_query,recall,connectiveness
15, 5, 15, 110, 1, simple, 2233, 18, 14034644, 104088, 0.9162, 0.704552 0.491629 0.547999 0.670267 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 20, 10, 1, simple, 694, 21, 4585584, 118598, 0.9144, 0.524596 0.247712 0.345363 0.504039 0.593125 0.763077 0.810000 0.809091 0.800000 nan nan nan 
15, 5, 20, 30, 1, simple, 1330, 21, 8847351, 122734, 0.9466, 0.674613 0.367617 0.455817 0.620734 0.690004 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 20, 50, 1, simple, 1669, 21, 10889362, 124540, 0.9573, 0.698149 0.414347 0.501484 0.649883 0.694638 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 20, 70, 1, simple, 1962, 21, 12665024, 125136, 0.9602, 0.706491 0.449259 0.526813 0.658216 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 20, 90, 1, simple, 2240, 21, 14258065, 125612, 0.9627, 0.710262 0.475394 0.539525 0.666037 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 20, 110, 1, simple, 2469, 21, 15695569, 125790, 0.9633, 0.711870 0.491790 0.547999 0.670267 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 25, 10, 1, simple, 705, 22, 4743838, 133054, 0.945, 0.550759 0.247712 0.345363 0.504039 0.593125 0.763077 0.810000 0.809091 0.800000 nan nan nan 
15, 5, 25, 30, 1, simple, 1377, 24, 9398194, 141608, 0.9721, 0.675839 0.367617 0.455817 0.620734 0.690004 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 25, 50, 1, simple, 1756, 23, 11655468, 142784, 0.9756, 0.689668 0.414382 0.501484 0.649883 0.694638 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 25, 70, 1, simple, 2071, 23, 13594622, 143464, 0.9776, 0.693838 0.449437 0.526813 0.658216 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 25, 90, 1, simple, 2366, 23, 15316326, 143674, 0.9787, 0.695524 0.475394 0.539525 0.666037 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 25, 110, 1, simple, 2677, 23, 16861692, 143700, 0.9785, 0.696119 0.491790 0.547999 0.670267 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 30, 10, 1, simple, 726, 24, 4829938, 142374, 0.9592, 0.562374 0.247712 0.345363 0.504039 0.593125 0.763077 0.810000 0.809091 0.800000 nan nan nan 
15, 5, 30, 30, 1, simple, 1455, 25, 9783478, 154966, 0.9812, 0.671867 0.367617 0.455817 0.620734 0.690004 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 30, 50, 1, simple, 1854, 26, 12196424, 155998, 0.983, 0.680553 0.414382 0.501484 0.649883 0.694638 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 30, 70, 1, simple, 2188, 26, 14253787, 156558, 0.9838, 0.683631 0.449259 0.526813 0.658216 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 30, 90, 1, simple, 2540, 27, 16070325, 156708, 0.9844, 0.684668 0.475394 0.539525 0.666037 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 30, 110, 1, simple, 2839, 26, 17689246, 156738, 0.9845, 0.685111 0.491790 0.547999 0.670267 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 35, 10, 1, simple, 724, 25, 4868752, 149856, 0.9634, 0.566688 0.247712 0.345363 0.504039 0.593125 0.763077 0.810000 0.809091 0.800000 nan nan nan 
15, 5, 35, 30, 1, simple, 1475, 27, 10045876, 166192, 0.9845, 0.667096 0.367617 0.455817 0.620734 0.690004 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 35, 50, 1, simple, 1950, 27, 12585336, 167040, 0.9855, 0.674147 0.414347 0.501484 0.649883 0.694638 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 35, 70, 1, simple, 2256, 27, 14733026, 167460, 0.986, 0.676256 0.449259 0.526813 0.658216 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 35, 90, 1, simple, 2593, 27, 16618782, 167562, 0.9864, 0.677037 0.475394 0.539525 0.666037 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 35, 110, 1, simple, 2860, 28, 18294652, 167588, 0.9864, 0.677340 0.491790 0.547999 0.670267 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 40, 10, 1, simple, 726, 27, 4882809, 155360, 0.9677, 0.570679 0.247712 0.345363 0.504039 0.593125 0.763077 0.810000 0.809091 0.800000 nan nan nan 
15, 5, 40, 30, 1, simple, 1563, 29, 10229522, 174966, 0.9869, 0.663446 0.367617 0.455817 0.620734 0.690004 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 40, 50, 1, simple, 1935, 28, 12868585, 175742, 0.9881, 0.669481 0.414382 0.501484 0.649883 0.694638 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 40, 70, 1, simple, 2360, 28, 15086857, 176162, 0.9887, 0.671223 0.449437 0.526813 0.658216 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 40, 90, 1, simple, 2641, 28, 17024535, 176244, 0.9894, 0.671801 0.475520 0.539525 0.666037 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 40, 110, 1, simple, 2944, 28, 18743834, 176272, 0.9894, 0.671993 0.491790 0.547999 0.670267 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 45, 10, 1, simple, 739, 27, 4880142, 160026, 0.9682, 0.572016 0.247712 0.345363 0.504039 0.593125 0.763077 0.810000 0.809091 0.800000 nan nan nan 
15, 5, 45, 30, 1, simple, 1521, 29, 10356420, 182146, 0.9893, 0.660926 0.367617 0.455817 0.620734 0.690004 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 45, 50, 1, simple, 1985, 30, 13079122, 182896, 0.99, 0.666125 0.414382 0.501484 0.649883 0.694638 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 45, 70, 1, simple, 2309, 29, 15353140, 183292, 0.9911, 0.667555 0.449259 0.526813 0.658216 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 45, 90, 1, simple, 2690, 30, 17332930, 183384, 0.9914, 0.667979 0.475394 0.539525 0.666037 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 5, 45, 110, 1, simple, 2965, 30, 19085286, 183402, 0.9914, 0.668164 0.491629 0.547999 0.670267 0.695708 0.764398 0.808889 0.809091 0.800000 nan nan nan 
15, 10, 5, 10, 1, simple, 573, 9, 3778714, 50774, 0.3305, 0.252653 0.443762 0.551766 0.691730 0.768984 0.858462 0.890000 0.900000 0.800000 nan nan nan 
15, 10, 5, 30, 1, simple, 929, 10, 5883123, 55190, 0.4216, 0.334779 0.607337 0.700213 0.783524 0.818004 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 5, 50, 1, simple, 1147, 10, 7060533, 56186, 0.453, 0.383330 0.663817 0.733288 0.799869 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 5, 70, 1, simple, 1329, 10, 8095649, 57908, 0.4893, 0.418966 0.688234 0.745436 0.803523 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 5, 90, 1, simple, 1513, 11, 9069699, 58526, 0.5079, 0.446314 0.699485 0.751439 0.804998 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 5, 110, 1, simple, 1683, 11, 9986061, 59166, 0.5199, 0.466735 0.707203 0.755229 0.805510 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 10, 10, 1, simple, 707, 14, 4786406, 77590, 0.6495, 0.366430 0.443762 0.551766 0.691730 0.768984 0.858462 0.890000 0.900000 0.800000 nan nan nan 
15, 10, 10, 30, 1, simple, 1173, 15, 7800923, 84956, 0.7614, 0.549974 0.607337 0.700213 0.783524 0.818004 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 10, 50, 1, simple, 1474, 15, 9470963, 87300, 0.798, 0.617623 0.663817 0.733288 0.799869 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 10, 70, 1, simple, 1744, 15, 10934867, 88104, 0.8183, 0.650906 0.688234 0.745436 0.803523 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 10, 90, 1, simple, 1980, 16, 12254583, 88904, 0.831, 0.669932 0.699485 0.751439 0.804998 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 10, 110, 1, simple, 2219, 16, 13472479, 89110, 0.8384, 0.680928 0.707203 0.755229 0.805510 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 15, 10, 1, simple, 768, 19, 5295950, 105738, 0.8469, 0.487149 0.443762 0.551766 0.691730 0.768984 0.858462 0.890000 0.900000 0.800000 nan nan nan 
15, 10, 15, 30, 1, simple, 1430, 21, 9463510, 107698, 0.8756, 0.628517 0.607337 0.700213 0.783524 0.818004 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 15, 50, 1, simple, 1848, 19, 11441206, 109920, 0.8969, 0.673477 0.663817 0.733288 0.799869 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 15, 70, 1, simple, 2142, 20, 13140488, 110850, 0.907, 0.693188 0.688234 0.745436 0.803523 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 15, 90, 1, simple, 2470, 22, 14645864, 111416, 0.9147, 0.702314 0.699485 0.751439 0.804998 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 15, 110, 1, simple, 2714, 22, 16023134, 111822, 0.9179, 0.708918 0.707203 0.755229 0.805510 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 20, 10, 1, simple, 845, 23, 5565830, 125454, 0.9221, 0.531202 0.443762 0.551766 0.691730 0.768984 0.858462 0.890000 0.900000 0.800000 nan nan nan 
15, 10, 20, 30, 1, simple, 1576, 23, 10301131, 130334, 0.9459, 0.676882 0.607337 0.700213 0.783524 0.818004 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 20, 50, 1, simple, 1934, 24, 12541199, 132298, 0.9574, 0.700018 0.663817 0.733288 0.799869 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 20, 70, 1, simple, 2274, 25, 14449010, 132782, 0.9601, 0.708014 0.688234 0.745436 0.803523 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 20, 90, 1, simple, 2580, 24, 16139687, 133312, 0.9627, 0.711611 0.699494 0.751439 0.804998 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 20, 110, 1, simple, 2945, 25, 17671562, 133462, 0.9632, 0.713103 0.707203 0.755229 0.805510 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 25, 10, 1, simple, 825, 24, 5717754, 139418, 0.9477, 0.553177 0.443762 0.551766 0.691730 0.768984 0.858462 0.890000 0.900000 0.800000 nan nan nan 
15, 10, 25, 30, 1, simple, 1629, 28, 10853370, 149044, 0.9721, 0.677133 0.607337 0.700213 0.783524 0.818004 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 25, 50, 1, simple, 1987, 25, 13305804, 150314, 0.9756, 0.691054 0.663817 0.733288 0.799869 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 25, 70, 1, simple, 2334, 24, 15376032, 150800, 0.9773, 0.695084 0.688234 0.745436 0.803523 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 25, 90, 1, simple, 2619, 24, 17195210, 151036, 0.9785, 0.696716 0.699485 0.751439 0.804998 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 25, 110, 1, simple, 2900, 24, 18836858, 151072, 0.9783, 0.697312 0.707203 0.755229 0.805510 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 30, 10, 1, simple, 832, 25, 5794417, 149042, 0.961, 0.562367 0.443762 0.551766 0.691730 0.768984 0.858462 0.890000 0.900000 0.800000 nan nan nan 
15, 10, 30, 30, 1, simple, 1609, 26, 11236324, 162464, 0.9809, 0.672951 0.607337 0.700213 0.783524 0.818004 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 30, 50, 1, simple, 2045, 26, 13846010, 163414, 0.9827, 0.681982 0.663817 0.733288 0.799869 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 30, 70, 1, simple, 2398, 26, 16033565, 163872, 0.9837, 0.684834 0.688234 0.745436 0.803523 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 30, 90, 1, simple, 2714, 26, 17948274, 164058, 0.9843, 0.685862 0.699485 0.751439 0.804998 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 30, 110, 1, simple, 3086, 28, 19663575, 164084, 0.9844, 0.686316 0.707203 0.755229 0.805510 0.819430 0.887180 0.901111 0.900000 0.800000 nan nan nan 
15, 10, 35, 10, 1, simple, 847, 28, 5826612, 156428, 0.9627, 0.566047 0.443762 0.551766 0.691730 0.768984 0.858462 0.890000 0.900000 0.800000 nan nan nan 
